feature_name,importance
age_years,0.5621115447088315
neutered_neutered,0.20388697799951858
AnimalType_Dog,0.13129161270559028
month,0.05309818875198164
color_single,0.025456122625987794
sex_male,0.012602778663142236
breed_mix,0.011552774544948087
